
"ID_REF"	"GSM878095"	"GSM878096"	"GSM878097"	"GSM878098"	"GSM878099"	"GSM878104"	"GSM878105"	"GSM878106"	"GSM878107"	"GSM878108"
"201840_at"	12087.3	10122.4	16371.7	12711.5	19065.1	13475	10156.4	15181.5	12664.1	13671.3
"201841_s_at"	25214.6	28806	55490.1	21843.1	34152.7	26250.7	18370.9	34237.2	17072.9	27784.9
"201842_s_at"	85055.5	46932.9	80271.6	81372.6	60069	86064.3	61221.7	71930.9	50052.6	66290.1
"201843_s_at"	25600	12339.3	32605.3	38721.9	15448.8	22981.6	13799.1	19078.8	8938.8	15617.7
"201844_s_at"	7294.7	3881.5	5052.5	6981.2	3152.5	6614.4	5342.8	5871.3	6338.9	5746.4
"201845_s_at"	4994.8	5545.1	4981.6	6217.1	5018.2	6965.3	4986.2	6119.1	5518	5868.3
"201846_s_at"	5839.1	3896.3	4076.6	4900.2	2914.9	5776.2	7990.4	6647.7	5570.9	6375
"201847_at"	3617.7	3998.3	5451.4	5699.3	5762.8	2336.1	2995.1	4492.2	2031.8	2957.6
"201848_s_at"	18003.3	17350.1	3895.5	6435	5610	18535.6	22270.6	8589.8	16512.5	8610.1
"201849_at"	31253.7	24151.3	7387	13570.7	12536	31124.3	37990.9	16258.5	30453.5	18282.4
"201850_at"	2559.8	4334	3221.8	4159.8	1862	2288.1	2336.6	5435.6	1413.6	3356.8
"201851_at"	4361.2	3564.8	2793.4	2364	3288.6	3141.1	3624.9	3296.5	3264.1	3759
"201852_x_at"	44017.4	52558.8	46417.9	55223.4	57968.8	62823	78843.6	59274.3	71765.4	61164.7
"201853_s_at"	2468.3	2748.8	4007.7	3106.2	2511.7	1991.4	2152	3782.1	2840	2339.6
"201854_s_at"	2873.7	2177.8	1996	1699.4	1688.7	1918.6	2001	1688.1	1875.3	1961.2
"201855_s_at"	3153.3	2973.1	2873.5	3004.4	3081.4	2236.6	1151.4	2072.2	2168.1	2182.8
"201856_s_at"	1271.6	1635.3	1430.8	1522.7	1776.4	1389.8	1341.3	1856.7	1732.8	1935.1
"201857_at"	9871.8	11463.9	9870.3	11090.8	9558.9	9409.6	7025.8	7463.4	7840.3	8404.2
"201858_s_at"	35159.3	22309.5	45261	33338.2	44160.5	28559	33620.5	43828.8	37685.2	36219
"201859_at"	47137.6	32925.1	46513.7	39925.7	47456.2	49575.5	56908.9	56804.9	53976.2	48507.8
"201860_s_at"	4891.9	4944.2	15740.2	4075.6	8950.8	5394.8	3587	21691.5	1812.8	3914.2
"201861_s_at"	1699.2	3069.2	1863.8	1164.6	1749.8	2297.1	1935.4	2030.5	1414.3	2020.3
"201862_s_at"	5507.5	9388.3	5202.6	3142.5	3651.2	10151.1	7584.5	7756.4	6591.5	6614.9
"201863_at"	5452.4	3523.5	5640.6	4944.1	5271.5	3901.5	3682.5	5044.2	4498.2	4620.2
"201864_at"	6917.6	6882.6	4565.3	4725.8	7453.5	10777.7	8669.7	8256.5	8299.8	7753.1
"201865_x_at"	16921.5	16195.6	16827.3	13790.9	8552.9	17460.1	16387.5	15264.4	13966	16667.9
"201866_s_at"	2618.9	4244.8	5448.7	3508	3413.8	3031.8	2036.1	3060.4	2657.1	2509.5
"201867_s_at"	786.5	968.2	537.8	1164.1	429.5	1137	1182.5	942.2	975.4	1126.6
"201868_s_at"	592	940.4	328.5	571.1	287.4	537.6	642.5	689.6	732.1	1043.8
"201869_s_at"	782.3	1008.7	558.3	844.6	888	955.6	1264.8	995.4	1381.3	1160.6
"201870_at"	2046	3401.9	1732.4	1629.7	2244.2	2443.9	4279.2	3002.1	2044.2	3262.4
"201871_s_at"	3188.7	2900.6	2293.6	2643.7	2413.1	4508.4	4807.2	3938.4	4678.2	3616.7
"201872_s_at"	4320.6	6769.2	4609.3	4898.7	7350.3	4732.5	4344.4	5413.8	7163.7	5369.4
"201873_s_at"	3598.5	4738.1	2820.9	3255.1	4272.1	2935.7	2212.6	2998.6	3138.9	3317.2
"201874_at"	6047.2	5393.5	6166.1	5814	6823	6133.4	4616.6	6245.3	3667.8	5821.1
"201875_s_at"	3141	2763.1	3679.6	3271.7	3280	3664.8	3940.1	2977.1	2691.6	4121.5
"201876_at"	6532.1	7524.5	10061.6	9526.2	15830.5	6023	3648	8064.8	3839.6	5738.9
"201877_s_at"	5002.2	4183.7	5292.4	5162.6	4607.1	3907.9	3052.6	3767.5	4623.4	4822.7
"201878_at"	1482.7	1932.5	1417	1355.2	1652.9	1321.1	1522	1905.3	1939.3	2584.7
"201879_at"	2563.3	3084.8	2321	2259.4	2163	3223.9	1945.1	2639.9	3768.8	3335.7
"201880_at"	4355.5	4141.5	5134.6	5057	4191.7	4897.3	3152.2	3848.3	6522.2	5133.1
"201881_s_at"	1947.8	2319.4	2265	1968.2	2537.5	2531.3	2250.2	2977.4	3795.8	3103.6
"201882_x_at"	220.9	167.1	237.7	104.5	274.7	283	103.1	408	259.1	270.3
"201883_s_at"	546.2	569	967.5	815.9	731.8	1079.8	1460	700.5	926.3	549.4
"201884_at"	65.8	110	51.8	22.4	122.7	191.7	401.2	134.5	10.9	140.7
"201885_s_at"	34418	26700.3	32256.3	27771.7	30929.6	38739.6	36263.8	41923.3	30532.1	33432.9
"201886_at"	709	1411.1	907.4	793	982.4	951.1	639.3	912.8	793.5	997
"201887_at"	7687.5	5303.9	8450.6	7870.7	7033.8	7045.7	6619.1	5582.4	8121.5	7513.4
"201888_s_at"	2200.1	2157	3618.2	2782.8	2786	1368.2	1583.1	2360.1	2361.2	2481.1
"201889_at"	8655.6	6246.6	12033.7	13952.1	8503.5	5228.8	4243.3	8703.5	8449.6	6338.2
"201890_at"	5549.8	4501.6	3512.6	2970.4	10034.6	1369.2	911.3	2403.2	2979.3	2507.3
"201891_s_at"	73630.1	51984.1	69875	60930.3	74791.8	84236.3	87266.7	90253.3	89798.3	76274.9
"201892_s_at"	15469.4	15987.9	10795.3	12335.9	14107.5	13377.4	14945.6	7305.1	22911.3	15947.9
"201893_x_at"	43771.8	29341.1	64510.7	57000	44495	59959.2	71492.4	70144.9	65845.2	47544.1
"201894_s_at"	7942.1	7621.7	9687.2	9234.6	10747.6	6927.7	6775	7944.6	7594.3	7890.3
"201895_at"	1485.6	1764	1121.6	1194.6	1674.5	1417.1	2646.3	1834.3	2647.3	1382
"201896_s_at"	1205.6	1727.5	721	864.5	1456.6	1018.4	1587.7	1144.6	1773	1063.8
"201897_s_at"	4880.4	4188.4	5727.1	5226.8	5970.9	2793.8	3377.3	3440.5	4086.6	3667.5
"201898_s_at"	4275.7	6918.8	7522	5194.5	7928.8	4801.2	3834.6	6937	5353.4	6810.2
"201899_s_at"	9696.1	8765.4	13346.7	11731.5	10291.3	11433.3	8369.4	12122.6	9409.2	11260.7
"201900_s_at"	5251.6	5068.1	8144.1	9192.7	8246.5	4633.2	3948.4	5160.4	5222.9	6208.4
"201901_s_at"	8770.9	10279.1	5869.5	7611	4596.8	8923	4363.4	3901.5	7828.7	5363.4
"201902_s_at"	189	305.5	245.8	225.1	114.1	63.2	116.4	346.4	377.2	236.8
"201903_at"	7340.8	10325.7	8874.9	6466.9	10093.8	9435.7	7688.5	8162.7	8853	10275.1
"201904_s_at"	1171.9	1646.2	843.5	954.6	1037.6	1415	1213.3	1534.2	1388.6	1237.9
"201905_s_at"	436.2	703.3	275.5	239	373.9	401.5	919.9	439.3	228.2	594.7
"201906_s_at"	1288.6	1253.1	1229.6	1951.4	943	943.3	1088.3	1029.1	808.8	751.7
"201907_x_at"	100.1	201.5	69.6	80.5	94	202.8	173.2	67.8	117.1	53.6
"201908_at"	2434.9	4398.7	3413.2	3560.5	3547	3701.9	3291.5	3687.6	4244.5	4586.6
"201909_at"	8.1	72	12.5	33067.6	35592.6	169.1	300.7	232.9	20.5	52.2
"201910_at"	4318.8	4216.8	4375.3	6677.3	4196	7295.5	3377.4	6935.6	3205.9	6244.1
"201911_s_at"	4514.2	4011.4	3759.4	5109.2	3733.4	5132.2	3682.1	5239.5	3964.1	5632.5
"201912_s_at"	4993.6	6268.4	5208.9	5043.2	7783.2	5988.8	4095.9	6712.2	7446.4	6402.3
"201913_s_at"	2586.8	2537	2974.3	3025.3	2574.5	3194.9	2770.5	2431.2	2574.7	2704.6
"201914_s_at"	3238	3712.3	3572.5	2739.8	3196.3	3568.4	2279.4	4211.3	4355.5	4179.1
"201915_at"	584.6	609.9	741.3	1105.7	487.6	618.6	638	770	732.5	873.7
"201916_s_at"	8702.9	8997.1	8559.4	7999.3	7586.2	8231.9	6108.2	7189.6	9317.8	8624.1
"201917_s_at"	4434.9	4987.7	3840.8	4026.7	1729.7	6074	4333	3402	4673.7	3191.6
"201918_at"	5429.4	5567.1	3814.4	4946	2439.4	6407.5	5988.2	3230.3	4792.2	3297.7
"201919_at"	5258	6498.2	4655.9	5102.9	4018	8586.2	9008.7	5889	7926.6	5959.8
"201920_at"	8273.8	11200.3	7432.6	6437.5	13628.6	8111.9	2160	10213.2	3875.6	5823.9
"201921_at"	11911.3	10661.1	15556.6	13348.8	11948.5	12626.2	8557.3	14179.5	11314	9345.2
"201922_at"	19560.2	13633.8	14301.7	12454.8	15274.6	12771.1	12466.9	10948	19182.1	12563
"201923_at"	25037	20321.9	31255.2	31221.3	26755.6	27041	40344.4	28267.1	31918.2	24167.8
"201924_at"	3967.1	3446	5576.2	6282.1	5292.2	4704.8	4054.5	4629.7	3090.5	4278.9
"201925_s_at"	996.3	977.4	1921.6	2369.2	265.7	812.1	675.9	1637.7	593.4	973.6
"201926_s_at"	681.5	834.5	1065.7	1758.2	192.9	498.6	1237.9	1136.4	709.8	664.3
"201927_s_at"	786.7	1545.8	895.4	1005.6	1081.2	1144.3	1107.2	1382.4	2726	1954.2
"201928_at"	2411.9	3081.9	2592.5	3661.2	2865.9	3193.5	3456.3	3225.3	4610.5	3991
"201929_s_at"	1429.3	2125.3	1659.5	2331	1760.2	2571.4	2595.5	2767.9	3607.7	3315.2
"201930_at"	7045.9	7347.4	6278.2	4452.1	5779	5579.6	3182.3	5470.4	4507.3	7030.3
"201931_at"	8575.2	8042.9	11282.7	9260.3	13024.1	8745.3	7312.7	9384.2	9060.7	9919.7
"201932_at"	3955.6	5154.2	3339.1	3494	3781	7084.2	4341.7	5721.9	5341.8	5732.5
"201933_at"	3297.6	1996.9	2694	2164.7	1755.5	2509.6	2115.2	2550.5	2189.8	3036
"201934_at"	9673.4	7781.6	8655.3	7795.5	7340.5	12280.9	8801.8	7364.9	11265.2	9210.2
"201935_s_at"	3159.5	3169.3	3714.8	4958	2534.4	3740.8	1592.8	3515.8	2171	2699
"201936_s_at"	1673.9	1608.8	2169.6	2957.1	2080.3	1518.1	1269.8	1461.9	1306.1	1431.8
"201937_s_at"	1789.3	1661.3	1388.7	1478.7	1614.6	1453.2	2382.5	1793	1929.5	1939.2
"201938_at"	29862.1	29355	27149.8	23068.7	35381.1	22488.7	32815.9	34889.4	24834.4	24313.5
"201939_at"	5293	7140.7	8611.3	10053.3	6831.6	1532.7	1803.8	7026.2	1872	2776.8
"201940_at"	2272.4	2722.5	2458.3	2279.5	1916.2	2205.2	1569.5	2464.1	2441.4	2366.9
"201941_at"	3968.2	4333.6	4762.8	4912.5	4003.8	3739.5	2770.3	3563.3	3416.8	3878.5
"201942_s_at"	885.3	1650.5	1027.9	748	1024.3	648.4	443.7	1212.3	1220.6	1117.1
"201943_s_at"	1527.9	2632.6	2083.4	1745.3	2020.9	1188.3	986.6	2229.6	2234.4	1848.2
"201944_at"	14337.6	11804.6	17891.4	19311.6	16338.1	12802	13767.7	17279.6	11710	13010.1
"201945_at"	1187.6	1592.4	1136.7	605.9	1283.9	2268.5	670.1	2285.2	1560	2456.4
"201946_s_at"	7652.8	9154.4	7494.8	6199.1	12594.6	4972.6	3103.1	7284	8071.5	7418.9
"201947_s_at"	15608.7	16099.3	13354.6	12878.9	19546	15965.9	10973.8	14484.7	16490.7	15444.5
"201948_at"	2465.5	2530.1	4814.1	3647.9	4311.2	2670.3	2411.4	2055.7	4248.9	2858.7
"201949_x_at"	13989.9	17817.5	18012.1	18018.1	13308.7	14408.5	19390.1	17187.3	13767.4	17884.7
"201950_x_at"	13903.8	18972.3	17223	15220.2	18693.4	17410.2	20374.7	24359.3	21957.8	23325.6
"201951_at"	14809.3	12706.8	17357.9	16314	6160.1	9839.1	13834.1	12243.2	18429	13673.3
"201952_at"	21283.2	16819.7	24970.1	23482.2	14813.8	19355	22909.3	17389.8	20822.7	17950
"201953_at"	5493.9	5739.3	7496.4	5062.2	5380.7	6386.7	8369.9	6685.5	5882.5	6756.4
"201954_at"	9097.6	11609.3	12967.3	11164.3	11153.2	9973.2	7801.1	11902.1	5270.3	11805.3
"201955_at"	14266.7	8521.3	11773.7	9546.9	11038.8	8992.9	10063.4	9347	12497.2	9358.3
"201956_s_at"	4388.6	4485.2	4160.6	4298.1	4925.1	4728.9	4624.3	3621.8	4355	4351.5
"201957_at"	701.5	429.2	595	508.9	912	463.2	172	675.3	659.7	1097.2
"201958_s_at"	22.6	9.5	18.3	15.7	11	40.6	84.4	18.6	23.6	29.5
"201959_s_at"	5091.2	2795.5	3760.3	5120.4	2227.6	3165.2	2373.8	2670.5	3091.3	3814.6
"201960_s_at"	4550.4	4070.3	6138.6	8276	3775.6	4134.1	3179.1	2829.1	3523	3892.8
"201961_s_at"	1920.5	2556.3	1558	1724.4	2033.4	2875.5	2093.7	2484.6	3787.6	2858
"201962_s_at"	1347.5	1429.1	1442.1	971	1283.5	1242.8	1054.3	1262.2	1639.4	1535.8
"201963_at"	3187	2737.9	2660.7	3060.5	2656.1	1860.5	1825.9	2488.4	2543.9	2542.2
"201964_at"	2298.7	2686.6	2336.3	2593	1858.7	2086	1310	1931.5	1067.6	1756.5
"201965_s_at"	1007.3	1291.3	1169	1151.2	966	1263.9	483.2	983.2	1044.2	1662.5
"201966_at"	6341.8	9627	7924.3	8161.8	9090	5306.6	6046	5426.1	5036.9	9421.2
"201967_at"	2282.9	1588.9	1759.1	2136.4	1895.9	2520.3	1849.2	1482	1500.7	1924.8
"201968_s_at"	11621.7	13071.3	12807	15645.5	14987.4	9525.7	7530.7	10500.9	10417.9	8103.8
"201969_at"	393.2	432.3	420.8	654.5	508.2	145.1	178.9	236.3	292.7	368.1
"201970_s_at"	2592.3	2049.8	2531.4	3000.7	3016.2	1826.6	208.3	2221.7	2079.6	1972.7
"201971_s_at"	4346.3	3021.8	3487.5	3424	4062.1	2280.3	1430.9	5363.7	4342.1	5634.2
"201972_at"	8539	5465.4	9108.6	9301	9560	6716.3	5162.3	7056.5	5440.6	7795
"201973_s_at"	14581.2	10690.9	19938.2	12210.5	16493.8	10773.4	10785.2	13301.8	10408.1	13134.4
"201974_s_at"	234.9	198.9	217.1	225.1	180.5	335.9	668.4	277.3	270	61.8
"201975_at"	5878.5	5286.4	5707	6063.4	4990.1	7026.9	5648.5	5729.8	6879.9	5858.3
"201976_s_at"	3981.5	5275.9	5861.3	8041.5	4122.1	3503.1	3421.2	3615.8	2160.2	3790.7
"201977_s_at"	437.1	743.8	398.8	749.5	528.1	560.2	163.7	703.4	859.5	641.1
"201978_s_at"	1454.3	1703.4	1235.9	1464.5	1857.8	1486.7	313.8	1693	2206.3	1662.7
"201979_s_at"	733.8	1145.1	871.1	771.4	1019.3	728.1	305.9	1172.9	719	993.2
"201980_s_at"	6584.2	7810.9	9211.1	7993.6	9951.7	4422.5	4463	9359.9	4997.5	8348.7
"201981_at"	3844.1	985.6	1623.7	5289.4	6531.5	8380.9	6877.5	4874.1	7175	6449.4
"201982_s_at"	1619.4	663	685.7	1601.4	2257.3	2453	3249.1	1989.4	3901	2840
"201983_s_at"	11013.5	7300.9	5995.5	11147.9	2146.7	5980.1	6076	7134.1	5839.3	7655.4
"201984_s_at"	1866.3	2276.8	1664.9	2406	1323.4	1464.1	2019.9	1942	2314.4	2412.3
"201985_at"	2690.6	3078.8	2326	2243.6	2880.5	1373.5	1143.7	1999.8	1483.3	2046.1
"201986_at"	4659.9	4329.1	3871.9	5000.8	3254.5	4924.9	3481.5	3367.2	4752.6	4316.7
"201987_at"	5915.3	6496.8	6195	7542.1	5233.3	8785.2	5942.1	5373.7	6502.7	6284.2
"201988_s_at"	1687.5	1670.9	1958.2	1777.1	1844.2	1402.2	1350	2718	2490.3	2244.1
"201989_s_at"	5118.5	4233.4	5035.1	4643.1	4252.3	3173.5	3020.7	4094.4	4257.5	3812.2
"201990_s_at"	1838.3	1521.2	2276.5	2187.3	1637.7	821.8	1374.2	1453.1	1211.3	1037.9
"201991_s_at"	26371.5	21009.4	29887.4	26949.7	26525.9	25093.6	22641.8	23765.5	24102.7	29445.7
"201992_s_at"	1753.1	2355.6	2650.1	2543.4	3275	1345.9	1469.6	3390.6	2185.3	3390
"201993_x_at"	10538	11087.5	8153.7	7903.3	12634.1	9595.5	8893.7	9303.3	12639.7	9440.8
"201994_at"	41291.7	34186.1	41936.3	37522.1	50486.4	37812.5	37341	37651.2	38114.7	40402.1
"201995_at"	13324.4	12534	12240.4	14438.3	15481.2	18149	14220.7	17235.9	18702.4	18242.1
"201996_s_at"	1824.5	939.3	981.8	1194.5	496	1287.2	876.9	739.2	824.7	973.5
"201997_s_at"	2930.2	2730.1	2022.7	2209.5	2464.9	3389.7	2347.8	2361.5	2551.5	2428.7
"201998_at"	203.1	389.8	457.1	468.8	200.9	300	170.9	246.4	666.6	376.3
"201999_s_at"	26732.6	19245	32213.6	26833.3	29376	20829.6	29064.4	18262.9	23279.7	23431.4
"202000_at"	1816.3	1645.1	2029.4	1997.9	2280.6	1424.6	1605.1	1388.1	1559.8	1488.9
"202001_s_at"	11569.9	10691.9	13920.8	12951.3	13163.9	11432.8	9981	10229.7	11098.4	10942.1
"202002_at"	182.3	251.1	257	183.7	253.2	74.4	432.2	162.5	307	234.3
"202003_s_at"	7057.6	3900.7	8148.5	6358.7	8801.5	6552.3	4999.8	6520.5	6257	5925.4
"202004_x_at"	4680.2	6618.9	7990.1	7386.2	8263.6	5198.4	3581.3	5788.2	4667	5775
"202005_at"	129.5	173.3	91.2	80.1	127.4	191.3	118.6	148.9	358.7	359.2
"202006_at"	9201.6	8452.5	7557.4	8439.3	10337.2	7555.2	8092.4	8467.9	8382.2	10084.6
"202007_at"	4904.3	4344.5	3445.2	4919.6	3792.6	4912.6	4800.3	2832	5910.3	4571.5
"202008_s_at"	1226.5	1717.4	814.4	1110.8	1043.1	1293.7	1393	1137	2850.7	2163.2
"202009_at"	1379.4	2572.2	1940.3	1646.1	1552.8	1580	1777.4	1379.7	1482.1	1784.4
"202010_s_at"	2733.4	2674.3	2836.8	2758.1	2664.7	2403.7	2109.4	2357	1921.3	2117.8
"202011_at"	9402.2	9081.4	13255.4	12200.7	7464	6329.2	4496.4	8313	5033.5	6841.4
"202012_s_at"	6961.6	6957	9125.8	7896.9	6986.1	7276.9	6948.8	8393.1	8066.1	7915.2
"202013_s_at"	2939	3745.1	4542.8	4070.7	4485.9	1857.8	2548.3	2836.4	2348.5	3068.7
"202014_at"	1048	1750.5	606.1	648.1	2095.1	4202.5	2941.2	2340.4	2947.2	2782.5
"202015_x_at"	41.5	73.4	80.2	0.2	48.6	56.7	192.5	57.3	35.3	93.4
"202016_at"	7039.7	16600.5	11261.9	20852.1	18582.4	10742.7	3386.7	16112.8	4239.3	12476.3
"202017_at"	5783.4	3781	2248.5	2251.6	2587.9	4708.9	2766.3	7012.8	5909.1	6481.4
"202018_s_at"	177.3	18.4	774.2	12.2	551.7	166.9	111.4	1280.4	40	39.5
"202019_s_at"	613	1554.2	1107.1	531.9	1591.7	711.3	575	1376.4	1069.7	1753.8
"202020_s_at"	6110.4	6932.5	7416.9	7388.5	6319.2	5232.8	4254.5	5900.6	5733.2	7775.5
"202021_x_at"	30778.7	33058.3	28954.8	24503.9	32875.4	41736.9	43348.7	33555.8	54439.7	37353.3
"202022_at"	2028.8	2720.9	459.5	1056.2	793.3	3453.9	4839.8	994.7	2237.4	1294.1
"202023_at"	17.7	19.2	20.2	38	9.9	23.6	102.8	9.3	12.4	16.8
"202024_at"	3402.9	4591.1	2744.4	2690.6	4154.8	2366.7	3228	3973	2490.1	3582.3
"202025_x_at"	1026	1422.9	1310.8	1507.9	887.1	1562	1507.7	1437.7	1133.8	1274.9
"202026_at"	8312.5	6802.7	9415.8	9246.2	7735.9	6371.7	6381.6	7091.8	8778	7288.8
"202027_at"	3629.6	3765.3	4140.9	3932.2	4195.1	5080.4	5675.6	5278.4	4101.8	4251.8
"202028_s_at"	2948.2	1612.7	2538.1	2175.2	1989.7	932.7	1483.1	1041.1	1054.2	1113
"202029_x_at"	58759.6	43617.7	52021.9	49176.9	58360.2	61739.9	67305	51657.5	80796.1	58774.2
"202030_at"	2207.6	3466.3	1283.3	1645.8	1382.2	4215.1	4394.7	2573.4	3120.3	2807.8
"202031_s_at"	4522.5	5598.8	6740.6	6382.3	6229.1	4717	3884.9	4116.7	2632.5	3981
"202032_s_at"	1734.7	1620.9	1489.7	1411.4	1660.7	2220.5	2001.5	1757.6	1562.8	1831.2
"202033_s_at"	5992	5371.3	6410.1	5621.9	4388.1	5019.8	4152.3	5178.9	6456.4	5701.8
"202034_x_at"	2851.3	3029.6	4102.2	3379.9	3765.3	2348.8	1651.5	1813.8	1778.5	2171.6
"202035_s_at"	70.1	70.1	28.8	16.8	115.6	8	253.7	16.2	83.4	91.6
"202036_s_at"	277.2	111.4	63.1	151.3	104.1	102.7	305	141.7	12.8	237.6
"202037_s_at"	516.8	220.3	256.9	211.4	138.1	230.5	515.4	248.5	340.6	424.6
"202038_at"	6592.6	6092.5	6282.4	6405.2	6383.7	5456.6	4120.9	5401.6	6220.1	5208.6
"202039_at"	1423.3	1120.6	1206.7	1385.1	823.8	1981.6	1427.7	1912.6	1569.1	1812.2
"202040_s_at"	3151	2329.5	2788.6	3491.8	1516	3998.3	1956.7	2148.4	2696.2	2763.1
"202041_s_at"	7629.4	8900.5	7582	7765.1	7911.5	7130.6	6816.2	7216.6	8532.8	8103.6
"202042_at"	4356.4	4862.3	3737.6	3173.6	4739.5	3521.8	2186.9	3718	2799.3	2754.8
"202043_s_at"	8039.5	9763.8	5017	7324.4	8234.2	5841.9	7153.1	6462.5	9427	7543.4
"202044_at"	528.5	677.1	264.5	281.3	468.2	683.2	301.7	882.2	619.9	822.9
"202045_s_at"	1125.7	1195.2	977.9	946	861.2	1537.5	490	1309	1254	1099
"202046_s_at"	495.1	852	230.7	226.6	243.4	570.7	1124.7	834.2	744.4	736.1
"202047_s_at"	4311	5066.4	4149.6	5065.5	5270.9	2680.6	3224.1	3677.2	3705.2	3310
"202048_s_at"	2090.7	1510	2629.1	3012.7	1988.4	2556.3	1302.9	2582.3	2778.4	2486
"202049_s_at"	1960.8	2467.1	2259.4	2455.1	2608.6	2028.3	1409.8	2170.8	1951.7	2117
"202050_s_at"	2455.4	2730.7	2163.5	2101.7	2392.6	1607.9	1323.7	2271.1	1670.5	1755.5
"202051_s_at"	3078.1	2961.4	2281	2619.3	3105.6	1752	1594.6	2153.3	1812.9	2107
"202052_s_at"	13981.5	12342.9	10813.6	10741.4	11494.8	14700.2	14446.6	12078.1	10038.7	16936.3
"202053_s_at"	4046.8	2512.4	3646.1	5139.5	3884.2	2953.1	2422.6	3805.7	4540.5	2979.2
"202054_s_at"	3645.3	1614.9	3098	5708.2	2901.3	3133.6	3284.4	3731.4	4361.8	2901.2
"202055_at"	2156.4	2464.6	2828.5	1710.9	2915.8	1492.1	1189.6	2175.7	1514.1	2229.4
"202056_at"	2070.5	1852.4	2225	2001.3	2450.1	1435	615.7	1645.1	1090.6	1584.2
"202057_at"	810.8	464.3	806.8	842.3	513.9	571.9	570.6	610.9	389.7	533
"202058_s_at"	1354.9	2202.3	1749.3	1208.2	2163.6	1581.3	874	2808.6	2253.1	2007.3
"202059_s_at"	2023.6	2969.5	2057.4	1545.7	2991.1	2372	1689.8	2948.5	2181.2	2580.2
"202060_at"	4146.2	4086	3648.3	4486.8	3915.7	3670.9	2880.8	4198	3603.8	4751.8
"202061_s_at"	7803.9	8585.9	6735.9	7927.4	6208.9	6503.8	5289.4	5163.5	6812.1	5061.7
"202062_s_at"	1634	1745.3	1114.6	842.3	1045.9	858.1	1153.6	1333.7	1482.7	876.6
"202063_s_at"	187.6	300	262.1	303.9	245.8	235.4	282.9	200.8	363.3	248.2
"202064_s_at"	596	1261	884.8	727.6	1167.1	761.5	417.7	1165.4	1111.4	930.2
"202065_s_at"	873	908.9	906	951.4	828	1098.6	1141.4	1434.5	661.5	1212.9
"202066_at"	4062.4	4011.5	5129.9	5284.5	5455.1	4235.4	2395.5	3945.9	2692.6	3418.1
"202067_s_at"	112.3	346.3	184.1	163.5	373.9	13.9	99.5	59.1	107.9	201.9
"202068_s_at"	503.1	2759.3	522	672.4	1547.3	440.6	689.9	560.3	824.1	682.8
"202069_s_at"	2421.7	2891.4	3645.3	2970.1	4389.9	2981.5	1857.4	2685.5	2975.2	2573.6
"202070_s_at"	691.8	494.5	788	768.6	1145.6	491.2	138.8	584.2	481.2	610.3
"202071_at"	13690.7	7056.9	14584.6	13671	5287.9	19312.1	20532.6	10080	15985.5	10959.7
"202072_at"	1489.1	1524.4	1414.8	1621.1	1529.5	1437.1	764.7	2508.2	2091.3	1431.1
"202073_at"	5553.1	4627.4	5303.7	4592.2	4657.7	4687.7	5632.3	6487.4	3080.3	5103.5
"202074_s_at"	7103.9	7696.1	7274.8	6571.5	6272.4	8956.7	10167.7	9940.9	7013.6	9183.4
"202075_s_at"	882.1	1030.5	466.4	931.7	689.5	1274.9	2770.6	1194.4	2442.1	1894.9
"202076_at"	10240.7	11392.1	11741.5	11648.5	11856.7	11358.2	10824.4	10597.3	7930.8	9284.5
"202077_at"	14537.9	11318.5	16450.2	13476.9	20780	16762.5	11319.7	19870.7	14640.1	17099.5
"202078_at"	2794	4172.5	3081.6	2845	4595.8	3017.7	2249.8	3053.3	2949.1	3035.9
"202079_s_at"	867.9	966.8	1004.2	1295.5	902.3	787.7	1263.1	1232.5	1012.9	1311
"202080_s_at"	2796.5	2591.7	2897.1	3517	2364.1	2357	2012.9	3409.3	3449.1	3249.5
"202081_at"	4436.4	9884.5	12391.3	3945.6	4742.3	9349	6899.8	5863.3	5309.4	9854
"202082_s_at"	1459.6	1452.1	1414.9	1237.9	601.8	1567.7	1274	943.2	1403.2	1170.4
"202083_s_at"	624.9	559.2	671.5	350.6	475.2	774.2	541.1	669.2	816.2	748.4
"202084_s_at"	3637.6	3173.3	5385.2	4239.3	3582.9	4617.5	4529.7	4215.2	4462	4548.3
"202085_at"	1649.3	2297	3414.7	2075.4	1504.1	911.9	1542.4	2232.8	1358.3	1467.3
"202086_at"	3959.1	413.9	7006.1	8820.1	3039.4	4692.1	430.2	5963.7	231.5	389.9
"202087_s_at"	11224.1	9183	17502.3	15757.5	10882	5051.6	4262.2	13441.7	5759.6	7480.8
"202088_at"	18875.6	17140.3	18000.5	19700.6	20788.4	17850.8	16171	20345.7	13627.9	18322.2
"202089_s_at"	8048.9	12606.8	7949.4	6967.7	9910.8	5943.5	5673.7	11533.2	8810.3	9981.1
"202090_s_at"	16849.1	14103	20528.8	20845.7	19840.8	22048.4	23282.6	20798	20111.8	18770.9
"202091_at"	232.8	298.5	251.1	208.7	238.7	138.9	186.7	94.5	104	101
"202092_s_at"	5135.1	5423.5	6548.2	4801	6794	6173.1	5573.2	8126.6	6877.7	6115.6
"202093_s_at"	1165.3	996.7	1340.8	1427.3	1598.3	1155	880.1	1542.4	480.5	1196.8
"202094_at"	725.4	936.4	687.8	670.4	737.8	149	448	545.3	71	512.5
